coreid	type	description	rights	references	source	language	license	identifier
wfo-0001029152	general	Shrubs or small trees, 1-4 m tall; young stems and leaves densely red-floccose, the trichomes weak and appressed to the stems, ca. 0.1 mm long, soon deciduous; stems lightly winged from the decurrent leaf bases; bark of older stems deep greyish-red, shiny; branches with the leaves held in a single plane, giving each branch a flattened appearance.Sympodial units difoliate, geminate.Leaves elliptic to obovate, widest at the middle or in the distal third of the blade, glabrous on both surfaces, very shiny and with the midrib prominently keeled above; major leaves 8.5-16 x 3-5 cm, with 6-8 pairs of main lateral veins, these somewhat prominent above in live plants, not at all prominent in dry material, prominent and reddish beneath, the apex acute to acuminate, the base cuneate to attenuate, decurrent on the petiole; petioles 0.5-1 cm long, lightly winged; minor leaves differing from the major ones in size and usually shape, elliptic to rounded, 2-4 x 1-2 cm, the apex acute, the base cuneate; petioles 2-3 mm long.Inflorescences opposite the leaves, simple, 2-5 cm long, 3-8-flowered, densely reddish-floccose; pedicel scars closely spaced, often overlapping, beginning at the base of the inflorescence. Buds globose, the calyx appearing hyaline, the calyx completely enclosing the corolla until quite late, after corolla exsertion the buds ellipsoid. Pedicels at anthesis deflexed, 0.9-1.3 cm long, tapering from the calyx tube to a slender base 0.25-0.5 mm in diam.Flowers with a fragrance reminiscent of citronella (fide Tillett et al. 761-25), the calyx tube broadly conical, 1-1.5 mm long, the lobes deltoid, 1-1.5 mm long, glabrous or red floccose, the trichomes often deciduous; corolla white, 1.1-1.3 cm in diam., lobed nearly to the base, the lobes planar or slightly reflexed at anthesis, the tips and margins of the lobes minutely papillose; anthers 2.5-3 x 1 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments 0.5-1 mm long, the filament tube 0.5-1 mm long; ovary glabrous; styles straight, in short-styled flowers ca. 1.5 mm long, in long-styled flowers 4-6 mm long; stigma a minutely papillose area on the broadened tip of the style.Fruit a globose, pale green berry, 0.8-1 cm in diam., usually 1-3 berries per inflorescence; fruiting pedicels erect and woody, corky and large-lenticellate, 1.5-1.7 cm long, often appearing longer if the fruit is from a terminal flower, 0.75-1 mm in diam. at the base.Seeds dark brown in dry material, ovoid-reniform, 2-2.5 x 1.5-2 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-lucens		eng	http://creativecommons.org/licenses/by/3.0/	4876f378-c5e0-490c-8760-73c7e3c0ddbb#general
wfo-0001029156	conservation	Least Concern (LC); EOO >100,000 km2 (LC) and AOO >10,000 km2 (LC). See Moat (2007) for explanation of measurements.		http://solanaceaesource.org/content/solanum-luculentum-0		eng	http://creativecommons.org/licenses/by/3.0/	89becd98-e878-47be-8572-6fe4087d2662#conservation
wfo-0001029156	distribution	Solanum luculentum occurs in the Andes of Colombia (Depts. of Antioquia, Cundinamarca and Nariño) and Venezuela (from the Colombian border to the Federal District around Caracas) in cloud forests from 1500 to 3200 m.		http://solanaceaesource.org/content/solanum-luculentum		eng	http://creativecommons.org/licenses/by/3.0/	b8a0058c-d837-4f13-983c-ae8a67f1d6ca#distribution
wfo-0001029156	distribution	Solanum luculentum occurs in the Andes of Colombia (Depts. Antioquia, Cundinamarca and Nariño) and Venezuela (from the Colombian border to the Federal District around Caracas); 1500 to 3200 m. Cloud forests, forest margins.		http://solanaceaesource.org/content/solanum-luculentum-0		eng	http://creativecommons.org/licenses/by/3.0/	89becd98-e878-47be-8572-6fe4087d2662#distribution
wfo-0001029156	general	Woody vines or lianas, occasionally apparently epiphytic, to 6 m long; stems glabrous and shiny; new growth almost completely glabrous, with a few (1 or 2), minute, golden multiseriate trichomes < 0.5 mm long; bark of older stems pale tan and markedly exfoliating (“shreddy” fide Nee  fruiting pedicels 1.5-2 cm long, ca. 2-3 mm in diameter at the apex, woody and nodding. Seeds 10-12 per berry, 6-8 mm long, 4-6 mm wide, flattened reniform, pale tan, the surfaces minutely pitted, the testal cells rectangular at the margins, deeply sinuate with rib-like thickenings on the lateral walls in the seed center.		http://solanaceaesource.org/content/solanum-luculentum-0		eng	http://creativecommons.org/licenses/by/3.0/	89becd98-e878-47be-8572-6fe4087d2662#general
wfo-0001029156	general	Woody vines or lianas, occasionally apparently epiphytic, to 6 m. Stems glabrous and shiny; new growth almost completely glabrous, with only 1 or 2 minute, golden multiseriate trichomes < 0.5 mm long. Bark of older stems pale tan and markedly exfoliating (“shreddy” fide Nee  fruiting pedicels 1.5-2 cm, ca. 2-3 mm in diameter at the apex, woody and nodding.Seeds 10-12 per berry, 6-8 x 4-6 mm, flattened reniform, pale tan, the surfaces minutely pitted, the testal cells rectangular at the margins, deeply sinuate with rib-like thickenings on the lateral walls in the seed center.		http://solanaceaesource.org/content/solanum-luculentum		eng	http://creativecommons.org/licenses/by/3.0/	b8a0058c-d837-4f13-983c-ae8a67f1d6ca#general
wfo-0001029163	distribution	Eastern to southeastern Brazil in states of Espirito Santo, Goiás, Minas Gerais, Paraná, Rio de Janeiro, and São Paulo; moist forest, often in wet or swampy areas; 1100-2650 m.		http://solanaceaesource.org/content/solanum-luridifuscescens		eng	http://creativecommons.org/licenses/by/3.0/	0bd70bb6-1668-457c-8f7f-e3684e4f74b8#distribution
wfo-0001029163	general	Perennial herbs or shrubs up to 2 m tall. Stems nearly glabrous to densely puberulent-pubescent with stalked glandular and unbranched eglandular hairs.Sympodial units 4-5-foliate.Leaves simple, the blades 4.5-23 x 2-7 (-9) cm, 1.5-3 (-4) times as long as wide, elliptic to elliptic-ovate, chartaceous, nearly glabrous to moderately puberulent-pubescent adaxially and abaxially with unbranched eglandular hairs, the hairs denser on veins; base cuneate to decurrent; margin entire; apex acute to acuminate; petioles 0.3-2.5 cm, sparsely to densely puberulent-pubescent.Inflorescences 4-20 cm, unbranched, with 5-12(-25) flowers, the axes sparsely to densely puberulent-pubescent with hairs like those of the stem; peduncle 2-6 cm; rachis 2-18 cm; pedicels (10-)20-30 mm, 20-30 mm and thickened distally in fruit, spaced 3-14 mm apart, articulated at or slightly above the base, leaving pedicellar remnants up to 1 mm long.Flowers with the calyx radius 4-6 mm, the lobes 1.5-3 x 1.5-2.5 mm, deltate, narrowed to acute or acuminate tips, sparsely to moderately puberulent-pubescent, the hairs denser on margins and tips of lobes. Corolla 2.5-3 cm in diameter, the radius 13-18 mm, stellate, subcoriaceous, white to purple, the tube 3-4 mm, the lobes 9-15 x 3-5 mm at base, narrowly triangular, acute at apices, sometimes with a small subapical projection, glabrous to moderately puberulent-pubescent abaxially, with hairs denser distally, glabrous adaxially. Anthers 7-9 mm x 1.5-2 mm, lanceolate, connivent or free, yellow, the abaxial surfaces roughened with a band of scale-like papillose pubescence, the pores directed distally. Ovary glabrous; style 5-8 x 0.5-1 mm, cylindrical, glabrous; stigma truncate.Fruits 1-2 cm in diameter, globose, obtuse at apex, the color when ripe unknown, glabrous; stone cell aggregates absent.Seeds 3-4 x 2-3 mm, lenticular, densely puberulent with whitish pseudohairs.		http://solanaceaesource.org/content/solanum-luridifuscescens		eng	http://creativecommons.org/licenses/by/3.0/	0bd70bb6-1668-457c-8f7f-e3684e4f74b8#general
wfo-0001029171	distribution	Andean slopes from southern Ecuador to southern Peru; gravelly or rocky slopes and cliffs to moist river valleys; 2200-3300 m.		http://solanaceaesource.org/content/solanum-luteoalbum		eng	http://creativecommons.org/licenses/by/3.0/	70bb5f19-dab2-4069-8781-5f172c27f458#distribution
wfo-0001029171	general	Shrubs 1-3 m tall. Stems moderately to densely pubescent with eglandular unbranched or dendritically branched hairs and also with short-stalked glands; tips of shoots sometimes densely glandular.Sympodial units 6- to many-foliate.Leaves simple, the blades 3.5-18 x 1.5-7.5 cm, 2-3 times as long as wide, chartaceous, elliptic or ovate-elliptic, moderately to densely pubescent adaxially and abaxially with eglandular unbranched or dendritically branched hairs and often also with short-stalked glands; base cuneate to slightly decurrent; margin entire; apex acute to acuminate; petioles 1-4.5 cm, densely pubescent with hairs like those of the stem.Inflorescences 4-10 (-15) cm, unbranched, forked, or sometimes further branched, with ca. (5-) 10-25 flowers, all flowers perfect, the axes moderately to densely puberulent with eglandular unbranched and/or dendritically branched hairs and often also with dense glands; peduncle 3.5-6.5 cm; rachis 1-5 (-10) cm; pedicels 10-25 mm, 10-35 mm in fruit, spaced ca. 2-10 (-15) mm apart, articulated at base.Flowers with the calyx radius 3-4 mm, the lobes 1.5-2 x 1.5-2 mm, deltate, often abruptly narrowed into acuminate tips, moderately puberulent with glandular and eglandular hairs. Corollas 2-3 cm in diameter, the radius 11-20 mm, stellate, chartaceous, purple (rarely white), the tube 3-4 mm, the lobes 8-17 x 3-4 mm at base, narrowly triangular, acute at apices, sparsely to densely puberulent abaxially with eglandular unbranched and/or dendritically branched hairs and often also glandular hairs, nearly glabrous adaxially except for some hairs on midrib and near apices of lobes. Anthers 5-8 x 1.5-2 mm, lanceolate, usually connivent, yellow, the pores directed distally. Ovary glabrous; style 7-9 x 0.5 mm, cylindrical, glabrous or sometimes with a few hairs; stigma truncate.Fruits 1.5-2 cm in diameter, globose, obtuse at apex, orange or red when ripe, glabrous; stone cell aggregates absent.Seeds 5-6 x 4-5 mm, angled, smooth to rugose.		http://solanaceaesource.org/content/solanum-luteoalbum		eng	http://creativecommons.org/licenses/by/3.0/	70bb5f19-dab2-4069-8781-5f172c27f458#general
wfo-0001029171	genetics	chloroplast ndhF sequence: GenBank U72749 (voucher: Bohs 2337, UT). (http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nucleotide&val=1644491) chloroplast trnT-F sequence: GenBank AY266257 (voucher: Bohs 2337, UT). (http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nucleotide&val=33355758) nuclear ITS sequence: GenBank AF244715 (voucher: Bohs 2337, UT). (http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=nucleotide&val=7533135)		http://solanaceaesource.org/content/solanum-luteoalbum		eng	http://creativecommons.org/licenses/by/3.0/	70bb5f19-dab2-4069-8781-5f172c27f458#genetics
wfo-0001029215	distribution	S Peru to N Chile on the W slopes of the Andes on dry rocky hillsides, 2900-3600 m elevation.		http://solanaceaesource.org/content/solanum-lycopersicoides		eng	http://creativecommons.org/licenses/by/3.0/	27153dfe-1cb4-420e-9e50-4402a9b985fa#distribution
wfo-0001029215	general	Coarse herbs or small woody shrubs, 0.5-2.5 m tall, to 1 m or more in diameter, strong smelling (of XYLEDECOR fide Weigend  calyx lobes in fruit 0.3-0.5 cm long, ca. 0.2 cm wide, not markedly elongating, spreading.Seeds 2.3-2.9 mm long -1.8-2.3 mm wide, 0.5-0.7 mm thick, obovate, brown, pubescent with hair-like outgrowths of the lateral testa cell walls, which give a silky appearance to the surface, narrowly winged round the entire border.		http://solanaceaesource.org/content/solanum-lycopersicoides		eng	http://creativecommons.org/licenses/by/3.0/	27153dfe-1cb4-420e-9e50-4402a9b985fa#general
wfo-0001029216	distribution	Solanum lycopersicum is distributed worldwide, but is really known only from cultivation, specimens collected from natural habitats are, in our opinion, feral escapes and not truly wild populations.		http://solanaceaesource.org/content/solanum-lycopersicum		eng	http://creativecommons.org/licenses/by/3.0/	00711660-3e99-4de3-b303-f0c9f66d7461#distribution
wfo-0001029216	general	Annual, biennial, or sometimes perennial herbs, erect initially, later procumbent viny herbs with branches extending to 4 m from center. Stems 10-14 mm in diameter at base, green, pubescent and usually villous towards the apex, with a mixture of numerous simple unicellular trichomes to 0.5 mm long and sparse simple uniseriate multicellular trichomes to 3 mm long and composed of up to 10 cells, some gland-tipped, particularly the longer ones, giving the plant a strong scent.Sympodial units 3-foliate, internodes 1-6(+) cm long.Leaves interrupted imparipinnate, (10-) 20-35 (+) cm long, (3-) 7-10 (+) cm wide, sparsely pubescent with a mixture of simple unicellular and simple uniseriate multicellular trichomes like those of the stems on both surfaces; primary leaflets 3-4 (-5) pairs, 3-7 cm long, 1-4 cm wide, ovate or elliptic, the base oblique and basiscopically decurrent, truncate to cordate, the margins dentate or crenate mainly near the base, rarely entire or deeply dentate or lobulate, the apex acute to attenuate; terminal primary leaflet usually larger than the laterals, 3-5 cm long, 1.5-3 cm wide, the petiolule 0.5-1.5 cm long, the apex usually attenuate; lateral leaflets 2-4.5 cm long, 0.8-2.5 cm wide, the petiolule 0.3-2 cm long; secondary leaflets present mainly acroscopically on basal leaflets, 0.2-0.8 cm long, 0.1-0.5 cm wide, sessile or with a short petiolule to 0.4 cm long; tertiary leaflets absent; interjected leaflets usually present, 6-10, 0.1-0.8 cm long, 0.1-0.6 cm wide, the petiolule 0.1-0.3 cm long; petiole 1.2-6 (+) cm long; pseudostipules absent.Inflorescences to 10 cm long, usually simple, rarely with 2 branches, with 5-15-flowers, peduncle less than 3 cm long, pubescent like the stems. Pedicels 1-1.2 cm long, articulated in the distal 1/3. Buds 0.5-0.8 cm long, 0.2-0.3 cm wide, conical, straight, with the corolla about halfway exserted from the calyx just before anthesis.Flowers with the calyx tube minute, the lobes to 0.5 cm long, linear, pubescent with long and short simple uniseriate trichomes the apex acute; corolla 1-2 cm in diameter, pentagonal, bright yellow, often fasciated and with more than 5 lobes in some cultivars, the tube 0.2-0.4 cm long, the lobes 0.5-2 cm long, 0.3-0.5 cm wide, narrowly lanceolate, sparsely pubescent with tangled uniseriate trichomes ca. 0.5 mm long the tips and margins, the lobes spreading at anthesis; staminal column 0.6-0.8 cm long, 0.2-0.3 (-0.5) cm wide, narrowly cone shaped, straight, the filaments minute to 0.5 mm long, the anthers 0.4-0.5 cm long, the sterile apical appendage 0.2-0.3 mm long, always less than half the total anther length; ovary conical, minutely glandular villous; style 0.6-1 cm long, <0.5 mm in diameter, usually included in the staminal column, but exserted in facultatively allogamous populations; stigma capitate, green.Fruits 1.5-2.5 (-10 in some cultivars) cm in diameter, usually globose, 2-locular, but often of varying shape and/or multilocular, glabrescent and becoming red, yellow or deep orange at maturity; fruiting pedicels 1-3 cm long, straight or angeld towards the inflorescence axis at the articulation, thickening in large fruited varieties; calyx lobes in fruit accrescent, ca. 0.8-1 cm long, 0.2-0.25 cm wide, somewhat to strongly reflexed.Seeds 2.5-3.3 mm long, 1.5-2.3 mm wide, 0.5-0.8 mm thick, obovate, pale brown, pubescent with hair-like outgrowths of the lateral testa cell walls, these adpressed and giving a silky appearance to the surface or more often shaggy, narrowly winged (0.3-0.4 mm) at the apex and acute at the base.		http://solanaceaesource.org/content/solanum-lycopersicum		eng	http://creativecommons.org/licenses/by/3.0/	00711660-3e99-4de3-b303-f0c9f66d7461#general
